relevant,entities,id,A,B,C
-1,,836255886674886657,1,1,0
-1,,836255383677190144,1,1,0
-1,,841942566186692609,0,0,1
1,ORG PRO PRO VER O VUL VUL VUL VUL ORG PRO PRO O O O O O,836343257256898562,0,1,0
1,O ID PRO PRO O O O VUL VUL VUL VUL VUL O ORG O,840351122405621761,1,1,0
-1,,836859100235501569,0,0,1
-1,,840537015225483264,1,1,0
1,ORG PRO O O VUL VUL ID,841979678994894850,0,0,1
-1,,840101203019145216,0,0,1
-1,,839399784200949760,1,1,0
-1,,842043160918401025,0,0,1
-1,,842054850363961344,0,0,1
-1,,838887668356349952,0,0,1
1,O VUL VUL PRO VER O O O O VUL O O,837030489856872452,0,0,1
-1,,841230688972099584,0,0,1
-1,,841921951576805378,1,1,0
-1,,839314446950543360,1,1,0
-1,,839383415862472704,1,1,0
-1,,841893755552714753,1,0,0
-1,,836288536752054273,1,1,0
-1,,841620503462830080,1,0,0
-1,,836255395073167360,1,1,0
1,O O O PRO PRO O O O O O O O O O O,836217515130880000,1,1,0
-1,,839906585686249472,1,1,1
-1,,829778145452494848,0,0,1
-1,,836705019693056000,0,0,1
-1,,839990740402941953,0,1,0
-1,,841432090654736384,0,0,1
1,ORG PRO O O PRO VER VUL VUL ID,841988487406604288,0,0,1
-1,,836245246606462976,0,0,1
-1,,836971602914979840,0,0,1
-1,,839445985537425409,0,0,1
-1,,837017764355190784,0,0,1
1,ID ORG PRO PRO O VER VER VER O O O VUL VUL VUL VUL,841716940951416834,0,0,1
1,O O O O PRO PRO VER O ID,836707482714189824,0,1,0
1,PRO O O O ID,837011178392023042,0,1,0
-1,,837057939357724673,1,0,0
-1,,839913714526494721,1,0,0
-1,,837069169258553344,0,0,1
-1,,839531529944477696,0,0,1
-1,,842084162093883393,0,0,1
-1,,841593671065751552,1,0,1
-1,,839893651245395969,1,1,0
-1,,839506146582880256,0,0,1
-1,,841374189785362437,0,0,1
-1,,836994123441786881,1,1,0
1,O O O PRO O O O O O ORG O O O,839941189562433541,0,1,1
-1,,839894763390267394,1,1,0
-1,,840540364184440832,1,1,0
-1,,841804430148276226,0,1,1
1,O O PRO VER O O VUL O O VUL O O,836223170420015104,1,1,0
-1,,837015010496950272,1,1,0
1,ID ORG PRO PRO O VER VER VER O O O VUL VUL VUL,841716944868892672,0,0,1
1,O PRO PRO ID VUL VUL VUL VUL,836972533173927937,1,1,0
-1,,839520938639114240,1,0,0
-1,,836972169502593024,0,0,1
-1,,839973837978603520,1,1,0
-1,,838845553207312388,1,1,0
-1,,840298750652293120,1,0,0
-1,,839477338798702593,1,0,0
1,PRO VER VER PRO O O ID,839575954666242048,1,1,0
-1,,841540311801319424,0,0,1
-1,,839140960009334784,0,0,1
1,ORG PRO VER PRO VER O O O VUL VUL,841979653757775872,0,0,1
-1,,839840837643153409,1,1,0
-1,,836215732027392001,1,1,0
-1,,839934951042740225,0,0,1
-1,,841429188431228928,0,0,1
-1,,842155983853961216,1,0,0
-1,,841154177984278528,1,1,0
-1,,836395532595544064,1,0,0
-1,,839632162970304512,0,0,1
1,PRO O O PRO PRO O O O O O O O O O,835039279948652544,0,0,1
-1,,837056372063756288,0,0,1
1,O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL,839839257527201793,1,1,0
-1,,841852289719590912,1,1,0
1,O PRO PRO ID O VUL VUL VUL,839914817574027264,1,1,0
1,O PRO VER O O O O,840199086091390976,0,0,1
1,O PRO PRO ID VUL VUL VUL VUL VUL,837000627276431364,1,1,0
1,O ORG PRO O ID VUL VUL VUL,841817424244613120,0,0,1
1,PRO VER VER VER VER VER O O ID,836704856039649280,1,0,0
-1,,839893773672927233,1,1,0
1,O PRO PRO O O,840607080339918849,1,1,0
-1,,841375915678564352,0,0,1
1,O PRO PRO ID VUL VUL VUL VUL,806214670805831681,1,1,0
-1,,839755244447875073,0,0,1
1,O ORG PRO O O VUL VUL VUL,829224605235736576,0,0,1
-1,,839796140526698496,1,0,0
-1,,840264992947634177,0,0,1
-1,,841192346385547264,1,1,0
-1,,836582169665503233,1,1,0
-1,,836354700828151808,0,0,1
-1,,839169647693922305,0,0,1
-1,,839675706007302144,1,1,1
1,O O O ORG PRO O O VUL VUL VUL VUL,839275579992064001,0,0,1
-1,,840102540654002182,1,1,0
-1,,836551689566097409,0,0,1
1,ORG PRO PRO PRO VER O VUL VUL VUL VUL ORG PRO PRO PRO O O,836639549753278465,0,1,0
-1,,836705389907443712,0,1,0
-1,,804387494292811776,1,0,0
-1,,839892738367696896,0,0,1
1,O PRO PRO VER PRO O VUL VUL VUL,836178031651749889,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL PRO PRO ID O O,839781431085776896,1,1,0
-1,,841959009343148033,0,0,1
-1,,839969044224679936,0,0,1
1,O ORG PRO PRO O PRO ID VUL VUL VUL VUL O,841770950295138305,0,0,1
-1,,839561321163157504,0,0,1
-1,,838805861392867329,1,1,0
-1,,836589061611655168,0,0,1
-1,,837030482462277632,0,0,1
-1,,836877616271540226,0,0,1
-1,,842062589278453766,0,0,1
-1,,839621890251624448,0,0,1
-1,,839859510328053760,0,0,1
-1,,836866673173016582,0,0,1
-1,,836949236931571712,1,0,0
-1,,836761744592801792,1,0,0
-1,,840308011637866497,0,0,1
-1,,839588911160655872,1,1,1
-1,,841207344755224576,1,1,0
-1,,842045130974593024,0,0,1
-1,,839180238848417794,1,0,0
-1,,841273296251441157,0,0,1
-1,,839368905290362882,1,1,0
-1,,842256152293449728,0,0,1
-1,,836572649983725568,0,0,1
-1,,839907201745620993,1,1,0
-1,,836297381482127360,1,0,0
-1,,836316304122523652,0,0,1
-1,,841321564729667589,0,0,1
-1,,836835465592471553,0,0,1
-1,,839734042035650561,1,0,0
-1,,839220596919631873,0,0,1
-1,,840048645215002625,1,0,0
-1,,838932584847577088,0,0,1
1,O ID O O O PRO O ID,842155527975104514,0,0,1
-1,,842114035889909761,1,0,1
-1,,841598301187194881,1,1,0
-1,,839691229445111809,1,0,0
-1,,839892746735403009,1,1,1
-1,,840101284724191233,1,1,0
-1,,841707649280430080,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL O,839838217989861376,1,1,0
-1,,836257660441853953,1,0,0
-1,,838866920732504064,1,1,0
-1,,836997967332573184,0,1,0
-1,,839470506306846720,0,0,1
-1,,837037426791092225,0,0,1
-1,,836563146668195850,1,1,1
-1,,836476321911955456,0,0,1
-1,,841835718469115905,1,0,0
-1,,836601857627852800,0,0,1
-1,,842097113626509314,0,0,1
-1,,841676572687912961,1,1,0
-1,,839894782931517441,0,0,1
-1,,836538209047883776,1,0,0
-1,,839618378440577024,0,0,1
-1,,840511737740853248,1,1,0
-1,,839906702061359107,1,1,0
-1,,836214927400525825,1,1,0
1,ORG O O O O PRO O PRO,842050799236702208,0,0,1
-1,,840234794483122177,0,0,1
-1,,839167382547488770,0,0,1
-1,,841582202643083267,1,1,0
-1,,841774473401491456,1,0,0
-1,,841552003041959936,1,1,0
-1,,836779283574108161,1,1,0
1,ID O O O ORG PRO ID O,842138971937341441,0,0,1
-1,,841460700539158528,0,0,1
-1,,836255390434209794,1,1,0
-1,,836418382941548550,1,1,0
-1,,841744103402541056,0,0,1
-1,,841153914208686080,1,1,0
-1,,841679374420189191,1,1,0
-1,,840235604021506048,1,1,1
-1,,839895106337574914,1,1,1
-1,,842059874888495106,0,0,1
-1,,836177164252942340,1,0,0
-1,,842082542706663426,0,0,1
-1,,841665090793410560,1,0,0
-1,,836674846612283394,0,0,1
-1,,840539155574730752,1,1,0
-1,,839317314709356544,0,0,1
-1,,842482418061885442,0,0,1
-1,,836380433071796225,1,0,0
-1,,842105847484436484,0,0,1
-1,,838866927162429440,1,1,0
-1,,836613469281505280,0,0,1
-1,,836655989931692032,1,1,0
-1,,839436425544118272,1,1,0
-1,,841680367304212481,1,0,0
-1,,839744083744604160,0,1,0
-1,,841155782993408000,1,1,0
-1,,840979794892316672,0,0,1
-1,,840101282178187264,0,0,1
-1,,839646189263937538,0,1,0
-1,,839932688136089601,1,0,0
-1,,837063354942435328,1,0,1
-1,,836971639917146112,0,0,1
-1,,839506019264888833,1,0,0
-1,,836572919920803840,1,1,0
-1,,836215727006830592,1,1,0
-1,,841733209704431616,1,0,0
-1,,837010828926734336,1,0,0
-1,,840301607438934024,0,0,1
-1,,837010427687100417,1,1,0
-1,,839889830083497984,1,1,1
-1,,839217698286485504,1,1,0
-1,,836889630695899138,0,0,1
-1,,839358127158013952,0,0,1
-1,,836388306560638976,0,0,1
-1,,841942885029277697,1,1,0
-1,,841187860493529088,1,1,0
-1,,839217666535665668,1,1,0
-1,,841464873192161285,1,0,0
-1,,841718431879745536,0,0,1
-1,,836017264054927360,0,0,1
-1,,838845556369854464,1,1,0
-1,,836293165904719873,0,0,1
-1,,836663518481039361,0,1,0
-1,,841130481961836550,0,0,1
-1,,839460731544199169,0,0,1
-1,,841675892569047041,1,1,0
-1,,841372445391110145,0,0,1
-1,,839451762692079617,1,1,0
-1,,841717678561722368,0,0,1
-1,,840027427963310080,0,0,1
-1,,839891348673081344,1,1,1
-1,,836372594479755264,0,0,1
-1,,841559564755509248,1,1,0
-1,,840904965837185024,1,1,0
-1,,841491607438282752,1,1,0
-1,,839140161178980352,0,0,1
-1,,838866918899593220,1,1,0
-1,,841255201386446850,0,0,1
-1,,836214487669702656,1,1,0
-1,,836896124837507072,1,1,0
-1,,840829810263896065,0,0,1
-1,,840540366705168387,1,1,0
-1,,836833416746258433,0,0,1
-1,,842046508929236992,1,1,0
-1,,840278584161914880,0,0,1
-1,,841980326897430528,0,0,1
-1,,839244945189912577,0,0,1
-1,,836429302174482432,1,0,0
-1,,841300887570132992,0,0,1
-1,,841552004686135296,1,1,0
-1,,839906693056237569,0,0,1
-1,,840233958369558533,1,1,1
-1,,839913713142419456,1,0,0
-1,,839817849233342465,1,1,1
-1,,839893781314953216,0,0,1
-1,,839967247116406784,1,1,0
-1,,839516876883513345,0,0,1
-1,,839639675711205378,1,1,1
-1,,836652227380989952,1,0,0
-1,,841663814923911171,0,0,1
-1,,838810006262800385,1,1,0
-1,,839280948424421377,1,1,1
-1,,840195566378213376,0,0,1
-1,,841320006466056192,0,0,1
-1,,840310342722842624,1,1,0
-1,,836215729091399680,1,1,0
-1,,841367878280597505,0,0,1
-1,,840298748383186944,1,0,0
-1,,836833420777046016,0,0,1
-1,,839909750733144064,0,0,1
-1,,836404304391077888,0,0,1
-1,,839836445456093184,1,1,0
-1,,839442108847042561,0,0,1
-1,,840040363020693504,1,1,1
-1,,836997278430867456,0,0,1
-1,,836757918338842624,1,1,0
-1,,836831165290016768,1,0,0
-1,,836662277428416512,1,0,0
-1,,838809984657928192,1,1,0
-1,,839768153093648384,0,0,1
-1,,841187857767239681,1,1,0
-1,,840298985252356096,1,1,0
-1,,841692061237633024,1,0,0
-1,,836364661943648257,1,0,0
-1,,839465087542886400,0,0,1
-1,,839596401424236546,0,0,1
-1,,841610015010103296,0,0,1
-1,,841654973649702912,1,1,0
-1,,836425487555551234,0,0,1
-1,,839911360909631488,0,0,1
-1,,839636048682618880,0,0,1
-1,,836131285940613125,1,1,0
-1,,839517387649073159,0,0,1
-1,,836979707652489225,0,0,1
-1,,836634494887059456,0,1,0
-1,,839666106977628163,0,1,0
-1,,841976913417646080,1,1,0
-1,,836741700064264193,0,0,1
-1,,839843069050695681,1,1,0
-1,,840573129319731200,1,1,0
-1,,839539431703003137,1,0,0
-1,,836583041812299779,1,1,0
-1,,841912631288070146,0,0,1
1,O PRO VER VER PRO O O O O ID,839577579053006848,1,1,0
-1,,841684227905200131,0,0,1
1,ORG PRO O ID VUL VUL VUL O O ORG O,841732113619668992,0,0,1
-1,,841250571193577473,0,0,1
-1,,840721658696593408,1,1,0
-1,,840506764189618176,1,0,0
-1,,839758695634464768,0,0,1
-1,,841678542593118208,0,0,1
-1,,839230456155398144,1,1,0
-1,,841714182483501056,0,0,1
-1,,841187851773628417,1,1,0
-1,,840998998966169600,1,0,0
-1,,839287384130875398,0,0,1
-1,,841194387501535232,1,1,0
-1,,841676292441300992,0,0,1
-1,,838845545552695296,1,1,0
-1,,839483631311671297,0,1,0
-1,,836298662846349314,1,1,0
-1,,841536420707729408,1,1,0
-1,,840603441047195651,1,0,0
-1,,840966898472775682,1,1,0
-1,,836540045129564160,1,1,1
-1,,839481922963255296,1,0,0
-1,,836668350583316480,0,1,0
-1,,841540328754634752,0,0,1
-1,,842016309500043264,0,0,1
-1,,839502245414645760,1,0,0
-1,,841733026052726786,0,0,1
-1,,841794571122159616,0,0,1
-1,,839217664857866240,1,1,0
-1,,837035517317259264,0,0,1
-1,,842155984726319105,1,0,0
-1,,839917802643406848,0,0,1
-1,,839285580089393152,1,1,0
-1,,838866916953436161,1,1,0
-1,,842016226155069441,0,0,1
-1,,839204132032479233,0,0,1
-1,,841265419432407040,1,1,0
-1,,841789598246273025,0,1,0
-1,,836859920855285760,1,0,0
-1,,839717480633266177,0,0,1
-1,,841346246572937216,1,0,0
-1,,841578093944983553,0,1,1
-1,,836683393463103488,0,0,1
-1,,836898698999267328,1,0,0
-1,,839426272698716165,1,1,0
-1,,837070122841845762,0,0,1
-1,,836582775020896256,1,1,0
-1,,836336978111135744,0,0,1
-1,,841680356185010177,0,0,1
-1,,836215735097651200,1,1,0
-1,,841808743868334080,1,1,0
-1,,836163880296529920,0,0,1
-1,,841464902397100032,1,0,0
-1,,836584316373254146,0,0,1
-1,,841639688775569408,0,0,1
-1,,836757919274147840,1,0,0
-1,,842013636440793089,0,0,1
-1,,836840968552910850,0,0,1
-1,,841709260488740864,0,0,1
-1,,839266846671011840,1,1,0
-1,,841709895711879168,0,0,1
-1,,839539379861405698,0,0,1
-1,,836859901158768640,1,1,0
-1,,841219803121512449,1,1,0
-1,,838816313061564416,0,0,1
-1,,841197303880916993,0,0,1
-1,,842517586176827394,0,0,1
-1,,839253932417429509,0,0,1
-1,,839893774939607040,1,1,0
-1,,839167028556664832,0,0,1
-1,,842070018850467851,0,0,1
-1,,841231789855244288,0,0,1
-1,,842117206213312512,0,0,1
-1,,836973079695806466,1,1,0
-1,,838809986214019072,1,1,0
-1,,842049270647783425,1,1,0
-1,,841323216027152385,0,0,1
1,O O PRO PRO O O O O O O,840063757199974401,1,1,0
-1,,840294558416146432,0,0,1
-1,,837060488118820865,0,0,1
-1,,839783846384136193,1,1,0
1,O O PRO PRO ID VUL VUL VUL VUL VUL O,836959256192561153,1,1,0
-1,,836182905869172736,0,0,1
1,O O O O O O O PRO O O,840167884219285506,0,0,1
-1,,841344376039211008,1,1,0
-1,,841668670669672451,1,0,0
-1,,839462119758311426,1,1,1
-1,,841346474160058368,0,0,1
-1,,840563810570248193,1,1,0
-1,,841729424529674240,1,0,0
-1,,837064177810354176,0,0,1
-1,,836910210698498048,1,1,0
-1,,839309735673241600,1,0,0
-1,,842076398734979091,0,0,1
-1,,839932553268199424,0,0,1
-1,,839836444189462528,1,1,0
-1,,836344881756815363,0,0,1
-1,,838845577848840195,0,0,1
-1,,839451534203236358,1,1,0
-1,,836055760002039808,0,0,1
-1,,836856064930942976,0,0,1
-1,,841639681280360448,1,0,0
-1,,836910213449957378,1,1,0
-1,,841374212719812608,0,0,1
-1,,838845566691979264,1,1,0
-1,,841789726222897152,0,1,0
-1,,842130397278412802,1,0,1
-1,,839456714676056064,1,1,0
-1,,840188091809841152,1,1,0
-1,,840728089822916608,1,1,0
-1,,841893558818902017,1,0,0
1,ID O O O O ORG PRO ID O VER,841723699589971968,0,0,1
-1,,836656212984856576,0,0,1
-1,,841291400369045504,0,0,1
1,O O ORG O O VUL VUL VUL VUL O,842106255351005184,0,0,1
-1,,841381700802400256,0,0,1
-1,,836380431918346240,0,0,1
-1,,839460019238240256,0,0,1
-1,,839438084630458373,1,1,0
-1,,841654965521195008,1,1,0
-1,,841959440223985665,0,0,1
-1,,841981368527683584,0,0,1
-1,,838821842882347015,0,0,1
-1,,836557638540345345,0,0,1
-1,,840215708365537280,1,0,0
-1,,841177754892685312,1,1,0
-1,,842423996448620544,1,0,0
-1,,836587686009921538,1,0,0
-1,,840028686531334144,0,0,1
1,ORG O O O PRO VER O O O O,836534816506015745,0,0,1
-1,,836286742877593605,0,0,1
-1,,839275583859273728,1,1,0
-1,,841250131907297280,0,0,1
-1,,839481999836528640,0,0,1
-1,,840363055691243528,1,1,0
-1,,836705356151730177,0,0,1
-1,,842103905332924416,0,0,1
-1,,839562186003472388,0,0,1
-1,,836412157902344193,0,0,1
-1,,837001267163488257,0,1,0
-1,,839504230956351489,0,0,1
1,PRO VER VER PRO O ID,839575958797570049,1,1,0
-1,,839494366326554625,0,0,1
-1,,840563801397305345,1,1,0
-1,,838809983055724544,1,1,0
-1,,840708002055389185,1,1,1
-1,,838845640926982144,0,0,1
1,O ID ORG PRO O VER O O ORG PRO O VER O O,841747106922668032,0,0,1
-1,,841190358469902336,1,1,0
-1,,842106144889815040,0,0,1
-1,,836312787764772864,1,1,0
-1,,836878719675432960,0,0,1
-1,,838845544080494593,1,1,0
1,ORG PRO O VUL VUL ID,841960811966926849,0,0,1
-1,,840769344678289408,1,0,0
-1,,839763247632826368,0,0,1
-1,,839272784501096448,1,1,0
-1,,836368571605348354,0,0,1
-1,,842049281666256896,0,0,1
-1,,839595047725248512,0,0,1
-1,,839597821380685825,0,0,1
1,O PRO VER PRO ID,837011245203095552,0,1,1
1,PRO PRO PRO O O O ID,839575948064403458,0,1,0
-1,,836353768069427200,0,0,1
-1,,839611550449139712,0,0,1
1,PRO O O O ID,841732494873501696,0,1,0
-1,,840268797588078592,0,1,1
-1,,836971643268386817,0,0,1
-1,,840571150325424129,1,1,0
-1,,841129325164408833,0,0,1
1,O ORG PRO O VUL VUL ID,841961724144164864,0,0,1
1,O PRO PRO VER O O O VUL VUL VUL,840186612919259137,1,1,0
-1,,839892749432283140,1,1,0
1,O VUL VUL PRO VER VUL VUL VUL VUL O O,836168352175382529,0,0,1
-1,,839426280055582721,1,1,0
-1,,841632792928747520,1,0,0
-1,,838901992709836801,0,0,1
-1,,836971612771614720,0,0,1
-1,,839178905126862848,0,0,1
-1,,839746886131142657,0,0,1
-1,,836856315033038848,0,0,1
-1,,841841410278006785,0,0,1
-1,,839467722513788929,0,0,1
1,PRO PRO VER O VUL VUL VUL VUL O O O O O PRO PRO VER VER O O O,836639597459292160,1,1,0
1,O PRO VER VER O O ID,841732819286163457,1,0,0
-1,,839896073711800320,0,0,1
-1,,836232320298405889,0,0,1
-1,,839426278902140929,1,1,0
1,PRO VER ORG ORG PRO O PRO VER ID,839575942876000258,0,1,1
-1,,839665308075970560,0,0,1
1,O PRO VER VUL VUL VUL O O VUL O O,836745070418128896,1,1,0
-1,,836268524460888066,1,0,1
-1,,841596968140972032,0,0,1
-1,,837035510249857024,0,0,1
-1,,836306257376129024,0,1,1
-1,,837000977106362368,0,1,0
1,O ORG PRO PRO ID VUL VUL VUL,841725790748344320,0,0,1
1,O PRO PRO PRO O VUL VUL VUL VUL,836998758755872768,1,1,0
-1,,836215730525859840,1,1,0
-1,,839906686001369089,1,1,0
1,O O O ORG PRO PRO ID VUL VUL VUL,841718279538397184,0,1,1
-1,,842334557126901761,0,0,1
-1,,840996773921447937,1,0,0
-1,,837074329275781120,0,0,1
-1,,836478720143679488,1,0,0
-1,,841246381587206144,1,1,1
1,O O PRO PRO ID VUL VUL VUL VUL VUL O,836626129960099840,1,1,0
-1,,840347967617929216,0,0,1
-1,,838846504387379200,0,0,1
1,O ID O PRO,839363730597109761,1,1,0
1,VUL O O O PRO PRO ID,841669740716261376,1,1,0
-1,,836051520722436096,1,0,0
-1,,839923859998539776,0,0,1
-1,,836214484263927809,1,1,0
-1,,836164702359195648,1,0,0
-1,,839477143549652993,1,0,0
-1,,841542701690548224,0,0,1
-1,,839931148176195584,1,1,0
-1,,840002302761144321,1,1,0
1,O ID PRO PRO O O O VUL VUL VUL VUL VUL,840364764031246336,1,1,0
-1,,837048577763397632,1,1,1
-1,,841816846122815491,0,0,1
-1,,841751287037345793,0,0,1
-1,,841662576127807489,0,0,1
-1,,839230456998445056,1,0,0
-1,,839969822339399681,0,0,1
-1,,836321508985294848,0,0,1
-1,,837070112561586177,1,0,0
-1,,842042715848245248,0,0,1
-1,,836940538146406401,0,0,1
1,O O PRO PRO VER O O O VUL VUL VUL,840189041026949120,1,1,0
-1,,841808741876002816,1,1,0
-1,,840310191149207555,0,0,1
-1,,836971628881985537,0,0,1
-1,,841929248814301184,1,1,0
-1,,840619725147246594,0,0,1
-1,,837068430746468353,0,0,1
-1,,839358136976830468,1,0,1
-1,,842058920222842880,0,0,1
1,O PRO VER VER VER VER VER O O ID,836707499873034241,1,0,0
-1,,837047976203849728,1,1,1
-1,,840294967528497152,0,0,1
1,O O ORG PRO PRO ID VUL VUL VUL,841726452928253960,0,0,1
1,PRO PRO O O O VUL VUL VUL VUL,839703867004710913,1,1,0
-1,,841370808110923776,1,0,0
-1,,836234087639756802,1,0,0
-1,,836852806468452352,0,0,1
1,O ID O O O PRO O ID,842140471900155904,0,0,1
-1,,841588314171928576,0,0,1
-1,,840526073590882306,1,0,0
-1,,836708257330774017,0,0,1
-1,,840511439274164224,1,1,0
-1,,840988327130017792,0,1,0
-1,,840964400337027073,1,1,0
1,O ORG PRO PRO ID VUL VUL VUL VUL VUL VUL VUL O,841787476423397378,0,0,1
-1,,836783765829595136,0,1,0
-1,,836179196414144512,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL,806214670805831681,1,1,0
-1,,839287085601153024,1,1,0
-1,,836354593244205056,0,0,1
-1,,840963391434948608,1,1,0
-1,,841562380219883520,0,1,0
-1,,836900110504247296,1,1,0
1,ID ID ORG PRO PRO VUL VUL VUL VUL VUL O ORG,836825867242323969,0,0,1
-1,,840200717109477377,0,0,1
1,PRO O O O O O O O PRO O ORG O O O O O,840301472524951552,0,0,1
-1,,820997975640080384,0,0,1
-1,,838908555440836610,0,0,1
1,ORG PRO PRO VER VER VUL VUL ID,841941956011913216,0,0,1
-1,,839400329779150848,1,1,0
-1,,842404547490418688,0,0,1
-1,,836587715034501120,1,0,0
1,O ORG PRO PRO ID VUL VUL VUL VUL VUL VUL VUL O ORG O,841789724507439105,0,0,1
-1,,839836441488277504,1,1,0
-1,,839308717740994562,0,0,1
-1,,837068548778307584,0,0,1
-1,,836380579612528640,1,1,1
-1,,837063371648286723,1,0,1
-1,,837041028704002049,0,0,1
-1,,840528258751971328,1,0,0
-1,,839451769277136896,1,1,0
1,O ID VUL VUL VUL O ORG VUL VUL VUL O O,841876950322933760,0,0,1
-1,,841250606589308930,1,1,0
-1,,836971597957378048,0,0,1
1,O ORG PRO PRO O O O O VUL VUL VUL VUL,836352889048170496,0,1,0
1,ORG ORG ID ID ID O,841680357787222017,1,1,1
-1,,840300023116124161,1,0,0
-1,,840303756034134016,1,1,0
1,O ORG O ORG O O O PRO VER O O O,836759920812810240,1,0,1
-1,,836995729587478528,0,0,1
-1,,838916931956654080,0,0,1
-1,,836857092094976000,0,0,1
-1,,838829534921162752,0,0,1
1,O PRO PRO O VUL VUL VUL VUL,836976161607462913,1,1,0
1,O O O O PRO PRO PRO O O O O O O O ORG PRO O,842302335929991168,1,0,0
1,O PRO PRO ID VUL VUL VUL VUL,839854306803212288,1,1,0
-1,,841974961447276544,1,1,0
-1,,839179139026399234,1,0,0
1,ID VUL VUL O PRO O O O PRO PRO VER VER VUL VUL VUL VUL O O O,841848983148453889,1,1,0
-1,,840970677310046208,1,1,0
-1,,840504144913920000,1,1,0
-1,,839843074310356992,1,1,0
-1,,839015076803772416,0,0,1
-1,,841490418739105793,0,0,1
-1,,840546702805368833,0,0,1
-1,,836019447177572356,1,1,1
-1,,839389046082273280,1,1,0
-1,,841509351605039104,0,0,1
-1,,839944817824129026,1,0,0
-1,,839891062676037632,1,0,0
-1,,836881359343923200,0,0,1
-1,,839897598773256192,1,1,1
-1,,836947984143233024,0,0,1
1,ORG PRO PRO O O O O VUL VUL VUL VUL VUL VUL VUL,841790110978985984,0,0,1
-1,,841877002240053249,1,1,0
-1,,836674871048359936,0,0,1
1,ORG PRO VER VUL VUL VUL VUL ORG PRO O O O O VUL VUL VUL,837038258617991168,0,1,1
1,O O O O O O O PRO PRO O,841679959034851329,1,1,0
-1,,841748491093323782,1,1,0
1,O PRO O O O O O O PRO VER O O,839791670359015424,1,1,0
-1,,839902381290614785,1,0,0
-1,,839752033032884224,1,0,0
1,O ORG PRO ID VUL VUL VUL VUL,842043813275287552,0,0,1
-1,,841728875956703232,0,0,1
-1,,840922339000832001,1,1,0
-1,,841887483050790913,1,0,0
1,O O ID PRO PRO O O O VUL VUL VUL VUL O,840365588975366144,1,1,0
1,O ORG PRO PRO ID VUL VUL VUL VUL O,841786050347384832,0,0,1
1,O ID O PRO,841158234123706368,1,0,0
1,O O O O PRO PRO VER O,839894587254648833,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL,838725944995115009,1,1,0
1,O ID O O O O O O O O O PRO O O O,836321919498661888,1,0,0
1,ORG PRO PRO VER PRO VUL VUL VUL VUL VUL VUL VUL VUL VUL ORG,836339528495398913,1,1,1
-1,,839536081326370816,0,0,1
1,O ID O O O O O O O O O PRO O O O,839939939991183365,1,0,0
-1,,839887278809886721,1,0,0
-1,,842008968486576130,0,0,1
-1,,842428426254458880,0,0,1
